survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_fill_mean,fare_log
1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,28.0,2.169053700369523
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,,yes,True,62.0,4.394449154672439
1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,15.0,2.737880811060884
1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,0.83,2.9831534913471307
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,28.0,2.1076888046179385
0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,23.0,2.180891922715322
0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,18.0,2.2300144001592104
1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,39.0,4.432699549165613
0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,21.0,2.2682524139135403
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,32.0,4.051711901657239
1,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,28.0,3.4242626545931514
0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,20.0,2.188856327665703
0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,16.0,2.4423470353692043
1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,30.0,3.4657359027997265
0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,34.5,2.006534770871748
0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17.0,2.2682524139135403
0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,42.0,2.145931282948669
0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,28.0,4.256321678298823
0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,35.0,2.1855792552411137
0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,28.0,3.5263605246161616
1,1,female,,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,28.0,4.500966778400217
0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,4.0,3.4742929367327062
0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,74.0,2.1719067693519296
0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,9.0,2.7878344138303452
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,16.0,3.6988297849671046
0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,44.0,3.295836866004329
1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,18.0,2.336986519711378
1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,45.0,5.11118445372147
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,51.0,3.3160025355989236
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,24.0,3.0085645861193133
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,28.0,2.1076888046179385
0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,41.0,2.7152442616824506
0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,21.0,2.5257286443082556
1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,48.0,3.2932111997353943
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,28.0,4.256321678298823
0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,24.0,2.639057329615259
1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,42.0,2.639057329615259
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,27.0,2.698558631668595
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,31.0,3.941500250945973
0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True,28.0,2.3513752571634776
1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,4.0,2.4959537387180646
0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.0,2.1855792552411137
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,47.0,3.9806942251907276
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,33.0,1.791759469228055
0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,47.0,2.302585092994046
1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,28.0,3.2188758248682006
1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,15.0,2.1071782966514356
0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,20.0,2.3837779082709787
0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,19.0,2.1855792552411137
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,56.0,4.432699549165613
1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,25.0,3.295836866004329
0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,33.0,2.1855792552411137
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,22.0,2.4437981558973862
0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,28.0,2.4423470353692043
0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,25.0,2.085672091430472
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,39.0,3.405355391810819
0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,27.0,2.639057329615259
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,19.0,3.4339872044851463
0,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False,28.0,3.196630215920881
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,26.0,3.4339872044851463
0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,32.0,2.169053700369523
